Hybrid: 33 Parents: 2 and 36	 0.690644 0.4896235804443196
Hybrid: 36 Parents: 2 and 33	 0.690644 0.4896235804443196
Hybrid: 33 Parents: 2 and 37	 3.121393 0.0022316308094199
Hybrid: 37 Parents: 2 and 33	 3.121393 0.0022316308094199
Hybrid: 38 Parents: 2 and 33	 0.952249 0.3413662271380946
Hybrid: 33 Parents: 2 and 39	 3.121773 0.0022292017269696
Hybrid: 39 Parents: 2 and 33	 3.121773 0.0022292017269696
Hybrid: 40 Parents: 2 and 33	 0.952264 0.3413586861219502
Hybrid: 41 Parents: 2 and 33	 0.951741 0.3416236702184783
Hybrid: 42 Parents: 2 and 33	 0.951741 0.3416236702184783
Hybrid: 43 Parents: 2 and 33	 0.951677 0.3416555776419943
Hybrid: 33 Parents: 2 and 44	 0.690924 0.4894484762675406
Hybrid: 44 Parents: 2 and 33	 0.690924 0.4894484762675406
Hybrid: 45 Parents: 2 and 33	 0.951756 0.3416160427340935
Hybrid: 46 Parents: 2 and 33	 0.951756 0.3416160427340935
Hybrid: 47 Parents: 2 and 33	 0.951763 0.3416122788838352
Hybrid: 33 Parents: 2 and 48	 3.104395 0.0023431663063049
Hybrid: 48 Parents: 2 and 33	 3.104395 0.0023431663063049
Hybrid: 49 Parents: 2 and 33	 0.951770 0.3416085477172124
Hybrid: 33 Parents: 2 and 50	 0.690871 0.4894814562445560
Hybrid: 50 Parents: 2 and 33	 0.690871 0.4894814562445560
Hybrid: 51 Parents: 2 and 33	 0.951770 0.3416085477172124
Hybrid: 52 Parents: 2 and 33	 0.951763 0.3416122788838354
Hybrid: 34 Parents: 2 and 35	 3.122768 0.0022228420512667
Hybrid: 35 Parents: 2 and 34	 3.122768 0.0022228420512667
Hybrid: 34 Parents: 2 and 36	 0.690641 0.4896257148403511
Hybrid: 36 Parents: 2 and 34	 0.690641 0.4896257148403511
Hybrid: 34 Parents: 2 and 37	 3.121393 0.0022316308094199
Hybrid: 37 Parents: 2 and 34	 3.121393 0.0022316308094199
Hybrid: 38 Parents: 2 and 34	 0.952261 0.3413605539371618
Hybrid: 34 Parents: 2 and 39	 3.121900 0.0022283898510262
Hybrid: 39 Parents: 2 and 34	 3.121900 0.0022283898510262
Hybrid: 40 Parents: 2 and 34	 0.952268 0.3413568297544851
Hybrid: 41 Parents: 2 and 34	 0.951748 0.3416198396993222
Hybrid: 42 Parents: 2 and 34	 0.951741 0.3416236702184783
Hybrid: 43 Parents: 2 and 34	 0.951677 0.3416555776419943
Hybrid: 34 Parents: 2 and 44	 0.690920 0.4894508760730132
Hybrid: 44 Parents: 2 and 34	 0.690920 0.4894508760730132
Hybrid: 45 Parents: 2 and 34	 0.951763 0.3416122788838352
Hybrid: 46 Parents: 2 and 34	 0.951763 0.3416122788838352
Hybrid: 47 Parents: 2 and 34	 0.951770 0.3416085477172124
Hybrid: 34 Parents: 2 and 48	 3.104395 0.0023431663063049
Hybrid: 48 Parents: 2 and 34	 3.104395 0.0023431663063049
Hybrid: 49 Parents: 2 and 34	 0.951778 0.3416048488103509
Hybrid: 34 Parents: 2 and 50	 0.690868 0.4894835742278829
Hybrid: 50 Parents: 2 and 34	 0.690868 0.4894835742278829
Hybrid: 51 Parents: 2 and 34	 0.951778 0.3416048488103507
Hybrid: 52 Parents: 2 and 34	 0.951770 0.3416085477172124
Hybrid: 35 Parents: 2 and 36	 0.690627 0.4896340099912142
Hybrid: 36 Parents: 2 and 35	 0.690627 0.4896340099912142
Hybrid: 35 Parents: 2 and 37	 3.122031 0.0022275505763369
Hybrid: 37 Parents: 2 and 35	 3.122031 0.0022275505763369
Hybrid: 38 Parents: 2 and 35	 0.952261 0.3413605539371618
Hybrid: 35 Parents: 2 and 39	 3.122522 0.0022244112919878
Hybrid: 39 Parents: 2 and 35	 3.122522 0.0022244112919878
Hybrid: 40 Parents: 2 and 35	 0.952300 0.3413406206967289
Hybrid: 41 Parents: 2 and 35	 0.951778 0.3416048488103509
Hybrid: 42 Parents: 2 and 35	 0.951778 0.3416048488103509
Hybrid: 43 Parents: 2 and 35	 0.951717 0.3416353676070178
Hybrid: 35 Parents: 2 and 44	 0.690909 0.4894579515324962
Hybrid: 44 Parents: 2 and 35	 0.690909 0.4894579515324962
Hybrid: 45 Parents: 2 and 35	 0.951792 0.3415975461167424
Hybrid: 46 Parents: 2 and 35	 0.951792 0.3415975461167424
Hybrid: 47 Parents: 2 and 35	 0.951799 0.3415939415181142
Hybrid: 35 Parents: 2 and 48	 3.105630 0.0023348812478536
Hybrid: 48 Parents: 2 and 35	 3.105630 0.0023348812478536
Hybrid: 49 Parents: 2 and 35	 0.951813 0.3415868238390387
Hybrid: 35 Parents: 2 and 50	 0.690851 0.4894939011558033
Hybrid: 50 Parents: 2 and 35	 0.690851 0.4894939011558033
Hybrid: 51 Parents: 2 and 35	 0.951813 0.3415868238390387
Hybrid: 52 Parents: 2 and 35	 0.951806 0.3415903675551830
Hybrid: 36 Parents: 2 and 37	 0.690653 0.4896180985831742
Hybrid: 37 Parents: 2 and 36	 0.690653 0.4896180985831742
Hybrid: 38 Parents: 2 and 36	 0.952257 0.3413624333063412
Hybrid: 36 Parents: 2 and 39	 0.690636 0.4896288787338614
Hybrid: 39 Parents: 2 and 36	 0.690636 0.4896288787338614
Hybrid: 40 Parents: 2 and 36	 0.952300 0.3413406206967289
Hybrid: 41 Parents: 2 and 36	 0.568401 0.5693532559299279
Hybrid: 42 Parents: 2 and 36	 0.568401 0.5693532559299279
Hybrid: 43 Parents: 2 and 36	 0.568418 0.5693411318574659
Hybrid: 36 Parents: 2 and 44	 0.494736 0.6203210140838689
Hybrid: 44 Parents: 2 and 36	 0.494736 0.6203210140838689
Hybrid: 45 Parents: 2 and 36	 0.568401 0.5693532559299279
Hybrid: 46 Parents: 2 and 36	 0.568401 0.5693532559299279
Hybrid: 47 Parents: 2 and 36	 0.568399 0.5693545446620674
Hybrid: 36 Parents: 2 and 48	 0.690868 0.4894835960750838
Hybrid: 48 Parents: 2 and 36	 0.690868 0.4894835960750838
Hybrid: 49 Parents: 2 and 36	 0.568393 0.5693583446908774
Hybrid: 36 Parents: 2 and 50	 0.494673 0.6203658827466407
Hybrid: 50 Parents: 2 and 36	 0.494673 0.6203658827466407
Hybrid: 51 Parents: 2 and 36	 0.568393 0.5693583446908774
Hybrid: 52 Parents: 2 and 36	 0.568395 0.5693570889003925
Hybrid: 38 Parents: 2 and 37	 0.952320 0.3413302895513104
Hybrid: 37 Parents: 2 and 39	 3.122527 0.0022243788362371
Hybrid: 39 Parents: 2 and 37	 3.122527 0.0022243788362371
Hybrid: 40 Parents: 2 and 37	 0.952286 0.3413477160054108
Hybrid: 41 Parents: 2 and 37	 0.951834 0.3415763703797450
Hybrid: 42 Parents: 2 and 37	 0.951834 0.3415763703797450
Hybrid: 43 Parents: 2 and 37	 0.951748 0.3416198396993222
Hybrid: 37 Parents: 2 and 44	 0.690894 0.4894670874777605
Hybrid: 44 Parents: 2 and 37	 0.690894 0.4894670874777605
Hybrid: 45 Parents: 2 and 37	 0.951847 0.3415695457995582
Hybrid: 46 Parents: 2 and 37	 0.951847 0.3415695457995582
Hybrid: 47 Parents: 2 and 37	 0.951854 0.3415661757546915
Hybrid: 37 Parents: 2 and 48	 3.107730 0.0023208617333450
Hybrid: 48 Parents: 2 and 37	 3.107730 0.0023208617333450
Hybrid: 49 Parents: 2 and 37	 0.951861 0.3415628334103231
Hybrid: 37 Parents: 2 and 50	 0.690829 0.4895076085630055
Hybrid: 50 Parents: 2 and 37	 0.690829 0.4895076085630055
Hybrid: 51 Parents: 2 and 37	 0.951861 0.3415628334103231
Hybrid: 52 Parents: 2 and 37	 0.951854 0.3415661757546915
Hybrid: 38 Parents: 2 and 39	 0.952279 0.3413513282957181
Hybrid: 38 Parents: 2 and 40	 3.122404 0.0022251656279417
Hybrid: 40 Parents: 2 and 38	 3.122404 0.0022251656279417
Hybrid: 38 Parents: 2 and 41	 0.690845 0.4894978757766433
Hybrid: 41 Parents: 2 and 38	 0.690845 0.4894978757766433
Hybrid: 38 Parents: 2 and 42	 0.690845 0.4894978757766433
Hybrid: 42 Parents: 2 and 38	 0.690845 0.4894978757766433
Hybrid: 38 Parents: 2 and 43	 0.690887 0.4894715324233592
Hybrid: 43 Parents: 2 and 38	 0.690887 0.4894715324233592
Hybrid: 38 Parents: 2 and 44	 0.568412 0.5693452815996838
Hybrid: 38 Parents: 2 and 45	 0.690838 0.4895018732095813
Hybrid: 45 Parents: 2 and 38	 0.690838 0.4895018732095813
Hybrid: 38 Parents: 2 and 46	 0.690838 0.4895018732095813
Hybrid: 46 Parents: 2 and 38	 0.690838 0.4895018732095813
Hybrid: 38 Parents: 2 and 47	 0.690835 0.4895038192012093
Hybrid: 47 Parents: 2 and 38	 0.690835 0.4895038192012093
Hybrid: 38 Parents: 2 and 48	 0.951854 0.3415661757546915
Hybrid: 38 Parents: 2 and 49	 0.690832 0.4895056944498364
Hybrid: 49 Parents: 2 and 38	 0.690832 0.4895056944498364
Hybrid: 38 Parents: 2 and 50	 0.568377 0.5693691811617554
Hybrid: 38 Parents: 2 and 51	 0.690832 0.4895056871225569
Hybrid: 51 Parents: 2 and 38	 0.690832 0.4895056871225569
Hybrid: 38 Parents: 2 and 52	 0.690835 0.4895037571696843
Hybrid: 52 Parents: 2 and 38	 0.690835 0.4895037571696843
Hybrid: 40 Parents: 2 and 39	 0.952356 0.3413122630236762
Hybrid: 41 Parents: 2 and 39	 0.951813 0.3415868238390387
Hybrid: 42 Parents: 2 and 39	 0.951813 0.3415868238390387
Hybrid: 43 Parents: 2 and 39	 0.951741 0.3416236702184781
Hybrid: 39 Parents: 2 and 44	 0.690894 0.4894670896540061
Hybrid: 44 Parents: 2 and 39	 0.690894 0.4894670896540061
Hybrid: 45 Parents: 2 and 39	 0.951806 0.3415903675551828
Hybrid: 46 Parents: 2 and 39	 0.951806 0.3415903675551828
Hybrid: 47 Parents: 2 and 39	 0.951813 0.3415868238390387
Hybrid: 39 Parents: 2 and 48	 3.106346 0.0023300875047942
Hybrid: 48 Parents: 2 and 39	 3.106346 0.0023300875047942
Hybrid: 49 Parents: 2 and 39	 0.951834 0.3415763703797450
Hybrid: 39 Parents: 2 and 50	 0.690838 0.4895018550238490
Hybrid: 50 Parents: 2 and 39	 0.690838 0.4895018550238490
Hybrid: 51 Parents: 2 and 39	 0.951834 0.3415763703797452
Hybrid: 52 Parents: 2 and 39	 0.951827 0.3415798256241152
Hybrid: 40 Parents: 2 and 41	 0.690848 0.4894959188021932
Hybrid: 41 Parents: 2 and 40	 0.690848 0.4894959188021932
Hybrid: 40 Parents: 2 and 42	 0.690848 0.4894959188021932
Hybrid: 42 Parents: 2 and 40	 0.690848 0.4894959188021932
Hybrid: 40 Parents: 2 and 43	 0.690883 0.4894737277889070
Hybrid: 43 Parents: 2 and 40	 0.690883 0.4894737277889070
Hybrid: 40 Parents: 2 and 44	 0.568408 0.5693479868137992
Hybrid: 40 Parents: 2 and 45	 0.690851 0.4894939229882396
Hybrid: 45 Parents: 2 and 40	 0.690851 0.4894939229882396
Hybrid: 40 Parents: 2 and 46	 0.690851 0.4894939229882396
Hybrid: 46 Parents: 2 and 40	 0.690851 0.4894939229882396
Hybrid: 40 Parents: 2 and 47	 0.690848 0.4894959351703643
Hybrid: 47 Parents: 2 and 40	 0.690848 0.4894959351703643
Hybrid: 40 Parents: 2 and 48	 0.951827 0.3415798256241152
Hybrid: 40 Parents: 2 and 49	 0.690838 0.4895018550238490
Hybrid: 49 Parents: 2 and 40	 0.690838 0.4895018550238490
Hybrid: 40 Parents: 2 and 50	 0.568379 0.5693680169589719
Hybrid: 40 Parents: 2 and 51	 0.690839 0.4895018495586647
Hybrid: 51 Parents: 2 and 40	 0.690839 0.4895018495586647
Hybrid: 40 Parents: 2 and 52	 0.690842 0.4894998873295502
Hybrid: 52 Parents: 2 and 40	 0.690842 0.4894998873295502
Hybrid: 41 Parents: 2 and 42	 3.124736 0.0022103210092745
Hybrid: 42 Parents: 2 and 41	 3.124736 0.0022103210092745
Hybrid: 41 Parents: 2 and 43	 3.122216 0.0022263649974317
Hybrid: 43 Parents: 2 and 41	 3.122216 0.0022263649974317
Hybrid: 41 Parents: 2 and 44	 3.121317 0.0022321195211334
Hybrid: 44 Parents: 2 and 41	 3.121317 0.0022321195211334
Hybrid: 41 Parents: 2 and 45	 3.123018 0.0022212491096116
Hybrid: 45 Parents: 2 and 41	 3.123018 0.0022212491096116
Hybrid: 41 Parents: 2 and 46	 3.123137 0.0022204862594275
Hybrid: 46 Parents: 2 and 41	 3.123137 0.0022204862594275
Hybrid: 41 Parents: 2 and 47	 3.123256 0.0022197280651763
Hybrid: 47 Parents: 2 and 41	 3.123256 0.0022197280651763
Hybrid: 41 Parents: 2 and 48	 3.122655 0.0022235660281522
Hybrid: 48 Parents: 2 and 41	 3.122655 0.0022235660281522
Hybrid: 41 Parents: 2 and 49	 3.122534 0.0022243358807708
Hybrid: 49 Parents: 2 and 41	 3.122534 0.0022243358807708
Hybrid: 41 Parents: 2 and 50	 3.122778 0.0022227768988883
Hybrid: 50 Parents: 2 and 41	 3.122778 0.0022227768988883
Hybrid: 41 Parents: 2 and 51	 3.122284 0.0022259298713703
Hybrid: 51 Parents: 2 and 41	 3.122284 0.0022259298713703
Hybrid: 41 Parents: 2 and 52	 3.122160 0.0022267265473257
Hybrid: 52 Parents: 2 and 41	 3.122160 0.0022267265473257
Hybrid: 42 Parents: 2 and 43	 3.122216 0.0022263649974317
Hybrid: 43 Parents: 2 and 42	 3.122216 0.0022263649974317
Hybrid: 42 Parents: 2 and 44	 3.121317 0.0022321195211334
Hybrid: 44 Parents: 2 and 42	 3.121317 0.0022321195211334
Hybrid: 42 Parents: 2 and 45	 3.122655 0.0022235660281522
Hybrid: 45 Parents: 2 and 42	 3.122655 0.0022235660281522
Hybrid: 42 Parents: 2 and 46	 3.123018 0.0022212491096116
Hybrid: 46 Parents: 2 and 42	 3.123018 0.0022212491096116
Hybrid: 42 Parents: 2 and 47	 3.122897 0.0022220166587026
Hybrid: 47 Parents: 2 and 42	 3.122897 0.0022220166587026
Hybrid: 42 Parents: 2 and 48	 3.122776 0.0022227889502022
Hybrid: 48 Parents: 2 and 42	 3.122776 0.0022227889502022
Hybrid: 42 Parents: 2 and 49	 3.122287 0.0022259143678762
Hybrid: 49 Parents: 2 and 42	 3.122287 0.0022259143678762
Hybrid: 42 Parents: 2 and 50	 3.122411 0.0022251226633883
Hybrid: 50 Parents: 2 and 42	 3.122411 0.0022251226633883
Hybrid: 42 Parents: 2 and 51	 3.122034 0.0022275282383095
Hybrid: 51 Parents: 2 and 42	 3.122034 0.0022275282383095
Hybrid: 42 Parents: 2 and 52	 3.121781 0.0022291468557656
Hybrid: 52 Parents: 2 and 42	 3.121781 0.0022291468557656
Hybrid: 43 Parents: 2 and 44	 0.952293 0.3413441470643019
Hybrid: 43 Parents: 2 and 45	 3.122342 0.0022255635568669
Hybrid: 45 Parents: 2 and 43	 3.122342 0.0022255635568669
Hybrid: 43 Parents: 2 and 46	 3.122342 0.0022255635568669
Hybrid: 46 Parents: 2 and 43	 3.122342 0.0022255635568669
Hybrid: 43 Parents: 2 and 47	 3.122466 0.0022247691736850
Hybrid: 47 Parents: 2 and 43	 3.122466 0.0022247691736850
Hybrid: 43 Parents: 2 and 48	 3.122216 0.0022263670421818
Hybrid: 48 Parents: 2 and 43	 3.122216 0.0022263670421818
Hybrid: 43 Parents: 2 and 49	 3.121187 0.0022329505263694
Hybrid: 49 Parents: 2 and 43	 3.121187 0.0022329505263694
Hybrid: 43 Parents: 2 and 50	 0.952249 0.3413662271380946
Hybrid: 43 Parents: 2 and 51	 3.120926 0.0022346247753593
Hybrid: 51 Parents: 2 and 43	 3.120926 0.0022346247753593
Hybrid: 43 Parents: 2 and 52	 3.120657 0.0022363500944520
Hybrid: 52 Parents: 2 and 43	 3.120657 0.0022363500944520
Hybrid: 45 Parents: 2 and 44	 0.952264 0.3413586861219502
Hybrid: 46 Parents: 2 and 44	 0.952257 0.3413624333063410
Hybrid: 47 Parents: 2 and 44	 0.952279 0.3413513282957181
Hybrid: 48 Parents: 2 and 44	 0.952264 0.3413586861219502
Hybrid: 49 Parents: 2 and 44	 0.952222 0.3413798857529864
Hybrid: 44 Parents: 2 and 50	 3.120381 0.0022381269630913
Hybrid: 50 Parents: 2 and 44	 3.120381 0.0022381269630913
Hybrid: 51 Parents: 2 and 44	 0.952218 0.3413818868044376
Hybrid: 52 Parents: 2 and 44	 0.952210 0.3413859274731337
Hybrid: 45 Parents: 2 and 46	 3.124733 0.0022103397083462
Hybrid: 46 Parents: 2 and 45	 3.124733 0.0022103397083462
Hybrid: 45 Parents: 2 and 47	 3.125062 0.0022082550206632
Hybrid: 47 Parents: 2 and 45	 3.125062 0.0022082550206632
Hybrid: 45 Parents: 2 and 48	 3.124288 0.0022131650604358
Hybrid: 48 Parents: 2 and 45	 3.124288 0.0022131650604358
Hybrid: 45 Parents: 2 and 49	 3.122655 0.0022235625864941
Hybrid: 49 Parents: 2 and 45	 3.122655 0.0022235625864941
Hybrid: 45 Parents: 2 and 50	 0.952286 0.3413477160054108
Hybrid: 45 Parents: 2 and 51	 3.122414 0.0022251002084286
Hybrid: 51 Parents: 2 and 45	 3.122414 0.0022251002084286
Hybrid: 45 Parents: 2 and 52	 3.122166 0.0022266885759681
Hybrid: 52 Parents: 2 and 45	 3.122166 0.0022266885759681
Hybrid: 46 Parents: 2 and 47	 3.124512 0.0022117414792637
Hybrid: 47 Parents: 2 and 46	 3.124512 0.0022117414792637
Hybrid: 46 Parents: 2 and 48	 3.124288 0.0022131650604358
Hybrid: 48 Parents: 2 and 46	 3.124288 0.0022131650604358
Hybrid: 46 Parents: 2 and 49	 3.122035 0.0022275213495018
Hybrid: 49 Parents: 2 and 46	 3.122035 0.0022275213495018
Hybrid: 46 Parents: 2 and 50	 0.952279 0.3413513282957183
Hybrid: 46 Parents: 2 and 51	 3.121787 0.0022291088597326
Hybrid: 51 Parents: 2 and 46	 3.121787 0.0022291088597326
Hybrid: 46 Parents: 2 and 52	 3.121531 0.0022307480978601
Hybrid: 52 Parents: 2 and 46	 3.121531 0.0022307480978601
Hybrid: 47 Parents: 2 and 48	 3.124622 0.0022110410708887
Hybrid: 48 Parents: 2 and 47	 3.124622 0.0022110410708887
Hybrid: 47 Parents: 2 and 49	 3.122533 0.0022243444947581
Hybrid: 49 Parents: 2 and 47	 3.122533 0.0022243444947581
Hybrid: 47 Parents: 2 and 50	 0.952282 0.3413495166827021
Hybrid: 47 Parents: 2 and 51	 3.122290 0.0022258919081386
Hybrid: 51 Parents: 2 and 47	 3.122290 0.0022258919081386
Hybrid: 47 Parents: 2 and 52	 3.122040 0.0022274902587771
Hybrid: 52 Parents: 2 and 47	 3.122040 0.0022274902587771
Hybrid: 48 Parents: 2 and 49	 3.121782 0.0022291399639647
Hybrid: 49 Parents: 2 and 48	 3.121782 0.0022291399639647
Hybrid: 48 Parents: 2 and 50	 0.952264 0.3413586861219502
Hybrid: 48 Parents: 2 and 51	 3.121531 0.0022307480978601
Hybrid: 51 Parents: 2 and 48	 3.121531 0.0022307480978601
Hybrid: 48 Parents: 2 and 52	 3.121272 0.0022324083699203
Hybrid: 52 Parents: 2 and 48	 3.121272 0.0022324083699203
Hybrid: 49 Parents: 2 and 50	 0.952359 0.3413106799070318
Hybrid: 49 Parents: 2 and 51	 3.124526 0.0022116542179409
Hybrid: 51 Parents: 2 and 49	 3.124526 0.0022116542179409
Hybrid: 49 Parents: 2 and 52	 3.124637 0.0022109487309252
Hybrid: 52 Parents: 2 and 49	 3.124637 0.0022109487309252
Hybrid: 51 Parents: 2 and 50	 0.952347 0.3413170667575323
Hybrid: 52 Parents: 2 and 50	 0.952343 0.3413186863903448
Hybrid: 51 Parents: 2 and 52	 3.124741 0.0022102868706826
Hybrid: 52 Parents: 2 and 51	 3.124741 0.0022102868706826
Hybrid: 4 Parents: 3 and 5	 0.569650 0.5685073996636258
Hybrid: 4 Parents: 3 and 6	 0.569650 0.5685073996636258
Hybrid: 4 Parents: 3 and 7	 0.569708 0.5684678498600784
Hybrid: 4 Parents: 3 and 8	 0.569708 0.5684678498600784
Hybrid: 4 Parents: 3 and 9	 0.569678 0.5684879605855033
Hybrid: 4 Parents: 3 and 10	 0.569678 0.5684879605855033
Hybrid: 4 Parents: 3 and 11	 0.569708 0.5684678498600788
Hybrid: 4 Parents: 3 and 12	 0.569708 0.5684678498600788
Hybrid: 4 Parents: 3 and 13	 0.569678 0.5684879605855033
Hybrid: 4 Parents: 3 and 14	 0.569678 0.5684879605855033
Hybrid: 4 Parents: 3 and 15	 0.569678 0.5684879605855038
Hybrid: 4 Parents: 3 and 16	 0.569708 0.5684678498600784
Hybrid: 4 Parents: 3 and 17	 0.569678 0.5684879605855033
Hybrid: 4 Parents: 3 and 18	 0.569678 0.5684879605855033
Hybrid: 4 Parents: 3 and 19	 0.569650 0.5685073996636258
Hybrid: 4 Parents: 3 and 20	 0.569678 0.5684879605855033
Hybrid: 4 Parents: 3 and 21	 0.569708 0.5684678498600784
Hybrid: 4 Parents: 3 and 22	 0.569678 0.5684879605855033
Hybrid: 4 Parents: 3 and 23	 0.569569 0.5685620070480417
Hybrid: 4 Parents: 3 and 24	 0.569519 0.5685956060184201
Hybrid: 4 Parents: 3 and 25	 0.569622 0.5685262001463673
Hybrid: 4 Parents: 3 and 26	 0.569595 0.5685443929548279
Hybrid: 4 Parents: 3 and 27	 0.569544 0.5685790695759709
Hybrid: 4 Parents: 3 and 28	 0.569569 0.5685620070480417
Hybrid: 4 Parents: 3 and 29	 0.569595 0.5685443929548275
Hybrid: 4 Parents: 3 and 30	 0.569544 0.5685790695759714
Hybrid: 4 Parents: 3 and 31	 0.569622 0.5685262001463673
Hybrid: 4 Parents: 3 and 32	 0.569595 0.5685443929548275
Hybrid: 4 Parents: 3 and 33	 0.569544 0.5685790695759714
Hybrid: 4 Parents: 3 and 34	 0.569595 0.5685443929548279
Hybrid: 4 Parents: 3 and 35	 0.569622 0.5685262001463673
Hybrid: 4 Parents: 3 and 36	 0.569595 0.5685443929548275
Hybrid: 4 Parents: 3 and 37	 0.569595 0.5685443929548275
Hybrid: 4 Parents: 3 and 38	 0.569595 0.5685443929548275
Hybrid: 4 Parents: 3 and 39	 0.569595 0.5685443929548275
Hybrid: 4 Parents: 3 and 40	 0.569595 0.5685443929548275
Hybrid: 4 Parents: 3 and 41	 0.569622 0.5685262001463673
Hybrid: 4 Parents: 3 and 42	 0.569622 0.5685262001463673
Hybrid: 4 Parents: 3 and 43	 0.569650 0.5685073996636258
Hybrid: 4 Parents: 3 and 44	 0.569622 0.5685262001463673
Hybrid: 4 Parents: 3 and 45	 0.569622 0.5685262001463673
Hybrid: 4 Parents: 3 and 46	 0.569622 0.5685262001463673
Hybrid: 4 Parents: 3 and 47	 0.569622 0.5685262001463673
Hybrid: 4 Parents: 3 and 48	 0.569622 0.5685262001463673
Hybrid: 4 Parents: 3 and 49	 0.569650 0.5685073996636258
Hybrid: 4 Parents: 3 and 50	 0.569622 0.5685262001463673
Hybrid: 4 Parents: 3 and 51	 0.569678 0.5684879605855033
Hybrid: 4 Parents: 3 and 52	 0.569678 0.5684879605855033
Hybrid: 5 Parents: 3 and 6	 3.116466 0.0022634140633195
Hybrid: 6 Parents: 3 and 5	 3.116466 0.0022634140633195
Hybrid: 7 Parents: 3 and 5	 1.375561 0.1690414061653573
Hybrid: 8 Parents: 3 and 5	 1.375561 0.1690414061653573
Hybrid: 9 Parents: 3 and 5	 0.952082 0.3414509505767251
Hybrid: 10 Parents: 3 and 5	 0.952082 0.3414509505767251
Hybrid: 11 Parents: 3 and 5	 1.375738 0.1689862844652819
Hybrid: 12 Parents: 3 and 5	 1.375723 0.1689911180837007
Hybrid: 13 Parents: 3 and 5	 0.952101 0.3414411987717798
Hybrid: 14 Parents: 3 and 5	 0.952106 0.3414388032462350
Hybrid: 15 Parents: 3 and 5	 0.952096 0.3414436110891672
Hybrid: 16 Parents: 3 and 5	 1.375754 0.1689814848384890
Hybrid: 17 Parents: 3 and 5	 0.952092 0.3414460403755764
Hybrid: 18 Parents: 3 and 5	 0.952087 0.3414484868106868
Hybrid: 5 Parents: 3 and 19	 3.115975 0.0022666052206040
Hybrid: 19 Parents: 3 and 5	 3.115975 0.0022666052206040
Hybrid: 20 Parents: 3 and 5	 0.952092 0.3414460403755764
Hybrid: 21 Parents: 3 and 5	 1.375769 0.1689767188460189
Hybrid: 22 Parents: 3 and 5	 0.568316 0.5694106929703306
Hybrid: 5 Parents: 3 and 23	 0.832322 0.4054104424105278
Hybrid: 5 Parents: 3 and 24	 1.292113 0.1965582786256395
Hybrid: 5 Parents: 3 and 25	 0.276859 0.7818574528391982
Hybrid: 5 Parents: 3 and 26	 0.534446 0.5925863750621274
Hybrid: 5 Parents: 3 and 27	 1.069604 0.2852632908015262
Hybrid: 5 Parents: 3 and 28	 0.832090 0.4055403154635537
Hybrid: 5 Parents: 3 and 29	 0.576823 0.5636608918109527
Hybrid: 5 Parents: 3 and 30	 1.069625 0.2852539818430546
Hybrid: 5 Parents: 3 and 31	 0.534557 0.5925098291230415
Hybrid: 5 Parents: 3 and 32	 0.775540 0.4380686156430591
Hybrid: 5 Parents: 3 and 33	 1.069408 0.2853517781865036
Hybrid: 5 Parents: 3 and 34	 0.534404 0.5926157416145059
Hybrid: 5 Parents: 3 and 35	 0.276835 0.7818759003325231
Hybrid: 5 Parents: 3 and 36	 0.534482 0.5925618529776384
Hybrid: 5 Parents: 3 and 37	 0.576771 0.5636963589486832
Hybrid: 5 Parents: 3 and 38	 0.576788 0.5636847610140152
Hybrid: 5 Parents: 3 and 39	 0.576754 0.5637077408008291
Hybrid: 5 Parents: 3 and 40	 0.576745 0.5637133525740610
Hybrid: 41 Parents: 3 and 5	 0.242427 0.8085491233479916
Hybrid: 42 Parents: 3 and 5	 0.242431 0.8085464671770768
Hybrid: 43 Parents: 3 and 5	 0.242459 0.8085240823965520
Hybrid: 5 Parents: 3 and 44	 0.235715 0.8137795558979461
Hybrid: 44 Parents: 3 and 5	 0.235715 0.8137795558979461
Hybrid: 45 Parents: 3 and 5	 0.242414 0.8085594552364008
Hybrid: 46 Parents: 3 and 5	 0.242414 0.8085594552364008
Hybrid: 47 Parents: 3 and 5	 0.242414 0.8085594552364008
Hybrid: 48 Parents: 3 and 5	 0.242417 0.8085569152099907
Hybrid: 49 Parents: 3 and 5	 0.500523 0.6162423105918928
Hybrid: 50 Parents: 3 and 5	 0.242427 0.8085491233479916
Hybrid: 51 Parents: 3 and 5	 0.500523 0.6162423105918928
Hybrid: 52 Parents: 3 and 5	 0.500523 0.6162423105918928
Hybrid: 7 Parents: 3 and 6	 1.375561 0.1690414061653573
Hybrid: 8 Parents: 3 and 6	 1.375611 0.1690259362814142
Hybrid: 9 Parents: 3 and 6	 0.952082 0.3414509505767251
Hybrid: 10 Parents: 3 and 6	 0.952087 0.3414484868106868
Hybrid: 11 Parents: 3 and 6	 1.375738 0.1689862844652819
Hybrid: 12 Parents: 3 and 6	 1.375754 0.1689814848384890
Hybrid: 13 Parents: 3 and 6	 0.952101 0.3414411987717798
Hybrid: 14 Parents: 3 and 6	 0.952115 0.3414340618742051
Hybrid: 15 Parents: 3 and 6	 0.952096 0.3414436110891672
Hybrid: 16 Parents: 3 and 6	 1.375769 0.1689767188460189
Hybrid: 17 Parents: 3 and 6	 0.952092 0.3414460403755764
Hybrid: 18 Parents: 3 and 6	 0.952092 0.3414460403755764
Hybrid: 6 Parents: 3 and 19	 3.115975 0.0022666052206040
Hybrid: 19 Parents: 3 and 6	 3.115975 0.0022666052206040
